Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Evergreen_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Evergreen_broad_C	Univariate_LR_delta_R2_Evergreen_broad_C
0.123322246070839	0.124712818941959	0.346661925621143	0.346051533391835	-0.000610392229307755
0.124279681786005	0.126349530607782	0.406775454353056	0.412310679213873	0.00553522486081687
0.135830654159284	0.137932489214363	0.425985651287653	0.430119522662452	0.00413387137479887
0.131345193517456	0.132893726749642	0.52595737351059	0.52868763615095	0.00273026264036036
0.112318909188853	0.114000244779606	0.330360925357459	0.333327553019697	0.00296662766223771
0.121992474558882	0.123138284972823	0.381669225304199	0.383303814474113	0.00163458916991466
0.138838712084905	0.140665298075869	0.397113191528455	0.400412231999016	0.0032990404705609
0.13149849526972	0.133982529196029	0.33125081696619	0.335141645615476	0.0038908286492868
0.110580113107625	0.112092013199254	0.327437118781315	0.330007204041138	0.002570085259823
0.125707223790639	0.126548293233107	0.410386671888949	0.410909734240397	0.000523062351447168
0.139297485914638	0.141284517478609	0.442613717073891	0.438600648249528	-0.00401306882436342
0.128207177271483	0.12955462989588	0.386081536053489	0.386110521626186	2.89855726971489e-05
0.138352393681899	0.139584708968853	0.437551084124623	0.439502178481887	0.00195109435726332
0.156306206832949	0.158462471148386	0.496619678050381	0.501139558852417	0.00451988080203636
0.152830980422082	0.155206239479742	0.493925520665032	0.489953615115129	-0.00397190554990279
0.117340594295432	0.118288595673091	0.413595109744601	0.414806416930078	0.00121130718547674
0.134922878221597	0.137078210564066	0.408494849188798	0.410992470665568	0.00249762147676941
0.11333203008771	0.114397323856689	0.42794490438022	0.430237798152389	0.00229289377216857
0.133849213473766	0.134474230718592	0.372434416577617	0.371117856016213	-0.00131656056140422
0.129178672334723	0.131134306697334	0.4537475173009	0.459024604431899	0.00527708713099967
0.130917784590757	0.132307553201555	0.338579693797105	0.34027623268978	0.0016965388926744
0.126325944070198	0.12766682965213	0.409724282244662	0.410787840400471	0.00106355815580855
0.14417257915046	0.145311906293246	0.332801844040762	0.333336392554774	0.000534548514011468
0.139695654442077	0.14015483216214	0.375935626385541	0.376293299813065	0.000357673427523464
0.136832968951474	0.138507326044268	0.410132866658084	0.413331970981712	0.0031991043236278
0.142736534443259	0.143139298934263	0.438231626330301	0.438740622921938	0.00050899659163639
