Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_pre_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_pre_R	Univariate_LR_delta_R2_pre_R
0.350429342803703	0.0107372921315884	0.408250401668753	0.397619596735568	-0.0106308049331846
0.38654895135973	0.0122385698495722	0.468821021312595	0.471842219938448	0.00302119862585276
0.350262757682986	0.0101143573238034	0.426564492835173	0.405562749278229	-0.0210017435569443
0.384003525015585	0.0118234301669385	0.460603493204345	0.455738703757356	-0.00486478944698954
0.782976204893794	0.0221079362040158	0.517983684916841	0.506239992318299	-0.0117436925985422
0.429921587824571	0.0137761576726028	0.42763785839022	0.490563421790406	0.0629255634001856
0.601550419709332	0.0201225787120812	0.271673010477295	0.278673087633228	0.00700007715593287
0.437938487407643	0.0136755989147769	0.350973545675491	0.349987088419604	-0.000986457255887474
0.463057526076243	0.0138695918275661	0.49810171486629	0.512457152435269	0.0143554375689793
0.570633711838618	0.0178778468749296	0.367523319253551	0.371697219978799	0.00417390072524793
0.471344825821115	0.015451571017264	0.504167203690353	0.578969732904509	0.0748025292141565
0.291484590419602	0.00865594224757909	0.278041608887947	0.262948730235669	-0.0150928786522785
0.349076385844539	0.010026341976095	0.328629981761808	0.300178079441318	-0.0284519023204901
0.352169866054658	0.0112076679556074	0.423838106044178	0.444119505353997	0.0202813993098188
0.637857495274072	0.0206726029218082	0.306167313362339	0.358404640869963	0.052237327507624
0.518247310515415	0.0173837171169687	0.408857281480034	0.468856374195007	0.0599990927149727
0.458480056801202	0.0158384489489669	0.344433985112679	0.381943063832634	0.0375090787199553
0.595715418574304	0.0180005394131433	0.466525849208692	0.472355918452094	0.0058300692434019
0.425908958064217	0.0131559222900099	0.492623525085882	0.519732449032275	0.0271089239463927
0.365895239883394	0.0108445964940799	0.436113431006194	0.42858780866651	-0.00752562233968468
0.523599875767326	0.018718247607639	0.371771529138599	0.483022229168157	0.111250700029557
0.592195918894034	0.0179829924466771	0.48605633152856	0.477348346116241	-0.00870798541231887
0.433339764031122	0.0134257297284359	0.295232197681011	0.322823479352149	0.0275912816711374
0.41790951774112	0.0133994254459724	0.528077663948426	0.515645645252932	-0.0124320186954935
0.425658940868453	0.0136962314530188	0.32385053316737	0.319353083832933	-0.00449744933443735
0.5183700882234	0.0163476318070075	0.443814065198077	0.465626344445398	0.0218122792473204
0.614880193416137	0.0186376165122595	0.431971863847771	0.454308988300816	0.0223371244530451
0.624781515668878	0.0173641055306605	0.328097817182146	0.298501598175278	-0.0295962190068677
0.492453529719684	0.0142834188342328	0.544958969249247	0.544904396007812	-0.0000545732414344302
0.638426167714997	0.0198361695914403	0.464959786668546	0.444116276530238	-0.020843510138308
0.513830948050231	0.0151130636137048	0.544148933071556	0.541990109544393	-0.00215882352716334
0.421179212400409	0.0126030714626852	0.234546411804383	0.22217858852354	-0.0123678232808426
0.539746120624576	0.017794145736698	0.503260395367419	0.592334053629777	0.0890736582623576
0.34639660261548	0.0107402431582037	0.387718135533337	0.374905588770879	-0.0128125467624581
0.359748207175915	0.0111515317037897	0.422808190547482	0.417523953096917	-0.00528423745056511
0.529668199950621	0.0168182082679536	0.393083571618718	0.453583616026859	0.0605000444081418
0.503836443891332	0.0150909396553575	0.349344634254206	0.381503189123137	0.0321585548689315
0.445307776366745	0.0145575215514775	0.357470915775356	0.37910667732836	0.0216357615530037
0.50884391058068	0.0163623662123135	0.523446213188807	0.564624055705844	0.041177842517037
0.67850646384122	0.0242522570175723	0.378321932931629	0.482324157337611	0.104002224405982
0.334359137556116	0.0097708858147351	0.360191090554627	0.328971811148465	-0.0312192794061624
0.472803191465967	0.0158189087298632	0.441837458465318	0.475426502089052	0.0335890436237342
0.50236130566053	0.0154451974005678	0.603832337228195	0.601129834108538	-0.00270250311965647
0.460086833679272	0.0131189178105876	0.551333522374054	0.527425610714869	-0.0239079116591855
0.391380053180398	0.0120748057972155	0.428815700396346	0.42941615086522	0.000600450468873859
0.342679472505684	0.0101646390572248	0.334598880793557	0.300031629139291	-0.0345672516542658
0.5275852124373	0.0169260537392497	0.417158343587525	0.451291433772006	0.034133090184481
0.455251986664696	0.0149198474278028	0.285588959479963	0.289624572100385	0.00403561262042135
0.584060532421462	0.0199949670544528	0.355745791257498	0.376732530713729	0.020986739456231
0.389236929323781	0.0119817280145175	0.420850774510451	0.442786307797441	0.0219355332869895
0.420039594786873	0.0129906222693325	0.47948357380304	0.451082961499503	-0.0284006123035376
0.488550608495617	0.0165571532813353	0.466594559314174	0.473390282528981	0.00679572321480726
0.453982331995129	0.0141013627104211	0.441314082723752	0.430816441182384	-0.0104976415413682
0.462943053530376	0.0139308935339231	0.328487144577526	0.318696914031648	-0.00979023054587841
0.567516528937125	0.0177251209100776	0.406199501875677	0.460594163265061	0.0543946613893839
0.42945382695097	0.0127723705405389	0.528035352090369	0.526464717438199	-0.00157063465217011
0.714851037671424	0.0237515958889493	0.453218623797789	0.566140274400332	0.112921650602543
0.435837006556497	0.0140130028277766	0.364510317224136	0.393249522401226	0.02873920517709
0.582217382621851	0.0185579571762414	0.495971217759493	0.485545279002417	-0.0104259387570758
0.468916651913795	0.0143812175498557	0.516147330898754	0.556987751181673	0.0408404202829193
0.52092728559492	0.0168710786539112	0.410231074621023	0.494125280170634	0.0838942055496104
0.583621869673265	0.0183044080441766	0.406204166113235	0.461753092589968	0.0555489264767329
0.426030950138804	0.0132291839550889	0.361963134362904	0.383611931655142	0.0216487972922378
0.54210649647442	0.017356324559902	0.526602714433551	0.529266728323601	0.00266401389005066
0.541082605889998	0.0173024115686795	0.494019073613403	0.547067600888469	0.0530485272750661
0.596424577729177	0.01825588839819	0.430618977366973	0.468452024412407	0.0378330470454341
0.369138984006783	0.0106384428615336	0.462742872421341	0.455648744507274	-0.00709412791406688
0.361349041988196	0.0100248342090757	0.433871380690419	0.399448939892415	-0.0344224407980039
