Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_tmp_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_tmp_R	Univariate_LR_delta_R2_tmp_R
0.570633711838618	0.0417695713389014	0.367523319253551	0.256722870463411	-0.11080044879014
0.471344825821115	0.035772773443887	0.504167203690353	0.357996850341052	-0.146170353349301
0.291484590419602	0.0222203502561879	0.278041608887947	0.207797967409655	-0.0702436414782923
0.349076385844539	0.0286993525480177	0.328629981761808	0.300399136194614	-0.0282308455671937
0.352169866054658	0.0253439923568768	0.423838106044178	0.288185616654593	-0.135652489389585
0.637857495274072	0.0471703972999642	0.306167313362339	0.19837175326555	-0.107795560096789
0.518247310515415	0.0388354014068125	0.408857281480034	0.248981831828359	-0.159875449651676
0.458480056801202	0.0348373543321449	0.344433985112679	0.257814162970083	-0.0866198221425962
0.595715418574304	0.0498830470543435	0.466525849208692	0.361421575365355	-0.105104273843337
0.425908958064217	0.0349983039998495	0.492623525085882	0.384011084585183	-0.1086124405007
0.365895239883394	0.0292251063894529	0.436113431006194	0.342814691520264	-0.0932987394859307
0.523599875767326	0.0366405757856375	0.371771529138599	0.227325313431844	-0.144446215706756
0.592195918894034	0.049509136153195	0.48605633152856	0.411087265244967	-0.0749690662835936
0.433339764031122	0.0322505528331956	0.295232197681011	0.1662730385493	-0.128959159131711
0.41790951774112	0.0330504801340551	0.528077663948426	0.416587236831945	-0.111490427116481
0.425658940868453	0.0341169628869863	0.32385053316737	0.255971186854079	-0.0678793463132905
0.5183700882234	0.0407316671263184	0.443814065198077	0.318057289348895	-0.125756775849182
0.614880193416137	0.047314938768167	0.431971863847771	0.298744793859174	-0.133227069988597
0.624781515668878	0.0523444872466626	0.328097817182146	0.270531998252601	-0.0575658189295453
0.492453529719684	0.0365484638202014	0.544958969249247	0.346334333257082	-0.198624635992165
0.638426167714997	0.0501432478493775	0.464959786668546	0.361146175104246	-0.103813611564299
0.513830948050231	0.0437168618392249	0.544148933071556	0.420922270319718	-0.123226662751839
0.421179212400409	0.0342694654992171	0.234546411804383	0.183684950327642	-0.0508614614767414
0.539746120624576	0.0399704171381364	0.503260395367419	0.283086076493678	-0.220174318873741
0.34639660261548	0.0276539967321159	0.387718135533337	0.297519689970131	-0.0901984455632067
0.359748207175915	0.0265787723879327	0.422808190547482	0.285596422650669	-0.137211767896813
0.529668199950621	0.0375613214912205	0.393083571618718	0.240489006850129	-0.152594564768588
0.503836443891332	0.0360338789059046	0.349344634254206	0.215351142701401	-0.133993491552805
0.445307776366745	0.0326126390580496	0.357470915775356	0.240060145691988	-0.117410770083368
0.50884391058068	0.035449633093338	0.523446213188807	0.286494275398253	-0.236951937790555
0.67850646384122	0.0464192281830529	0.378321932931629	0.208535529602014	-0.169786403329615
0.334359137556116	0.027058530598745	0.360191090554627	0.300871362850997	-0.0593197277036296
0.472803191465967	0.0366998740532607	0.441837458465318	0.301362870456715	-0.140474588008604
0.50236130566053	0.0408614123029157	0.603832337228195	0.477754066831945	-0.12607827039625
0.460086833679272	0.0377026184854913	0.551333522374054	0.404394898799691	-0.146938623574363
0.391380053180398	0.028273985046347	0.428815700396346	0.278825783787076	-0.149989916609271
0.342679472505684	0.0270087060323036	0.334598880793557	0.273125433079418	-0.061473447714139
0.5275852124373	0.0385781353234814	0.417158343587525	0.243752450795903	-0.173405892791622
0.455251986664696	0.0344022439532409	0.285588959479963	0.214825062105377	-0.0707638973745863
0.584060532421462	0.0468018650600351	0.355745791257498	0.284843406504589	-0.070902384752909
0.389236929323781	0.029475970608609	0.420850774510451	0.306335538873235	-0.114515235637216
0.420039594786873	0.0307831962393107	0.47948357380304	0.332313906121553	-0.147169667681487
0.488550608495617	0.0389244470102537	0.466594559314174	0.360230643205539	-0.106363916108635
0.453982331995129	0.0362794036079324	0.441314082723752	0.352449070602711	-0.0888650121210411
0.462943053530376	0.0348814165859606	0.328487144577526	0.229338378580525	-0.099148765997001
0.567516528937125	0.0437427165533675	0.406199501875677	0.28839839731635	-0.117801104559327
0.42945382695097	0.0339016683864628	0.528035352090369	0.347949138397057	-0.180086213693312
0.714851037671424	0.0501904716960003	0.453218623797789	0.252734442262015	-0.200484181535774
0.435837006556497	0.0306641478236776	0.364510317224136	0.23694974705161	-0.127560570172526
0.582217382621851	0.0477552107375069	0.495971217759493	0.419693912514706	-0.0762773052447875
0.468916651913795	0.034694647644524	0.516147330898754	0.329006178100141	-0.187141152798613
0.52092728559492	0.035211605698225	0.410231074621023	0.241215059246789	-0.169016015374234
0.583621869673265	0.044109572056748	0.406204166113235	0.257531724765889	-0.148672441347347
0.426030950138804	0.0335396360676953	0.361963134362904	0.274867974099679	-0.0870951602632245
0.54210649647442	0.0405321936694942	0.526602714433551	0.341246198538909	-0.185356515894641
0.541082605889998	0.0404291884871788	0.494019073613403	0.313093935190973	-0.18092513842243
0.596424577729177	0.0474535929828848	0.430618977366973	0.344491232446597	-0.0861277449203765
0.369138984006783	0.0291325932567139	0.462742872421341	0.353810024365386	-0.108932848055955
0.361349041988196	0.0285688037705349	0.433871380690419	0.327176518233776	-0.106694862456643
